name,logrank_p_value,FDR,Bonferroni
SRRM4,0.028446774212987126,0.03939003155424603,1.0
TRMT5,0.04376760771061252,0.047055894412876574,1.0
TRMT6,0.003276184619285,0.017064134010463087,1.0
SRRT,0.015034402190771382,0.03050081446490729,1.0
SRSF1,0.04163939361016398,0.0464798386788623,1.0
TRMT61B,0.01270082559246402,0.028633275607175455,1.0
PPP1CC,0.009051772457516113,0.024880608522739264,1.0
SRSF10,0.0008588241529331858,0.011063727500027792,1.0
WFDC3,0.026285325377046267,0.03800353281432311,1.0
TRMU,0.0023778798714331924,0.015346960453849584,1.0
SRSF11,0.045870314894689256,0.048149665597435554,1.0
WFIKKN2,0.026345103149049486,0.03801941182383302,1.0
TRNP1,0.005593504884159412,0.02067901805658934,1.0
SRSF2,0.011302591296521088,0.02713990885129818,1.0
SRSF3,0.0241656876910543,0.036683248607218506,1.0
PPP1R12C,0.014044149354542722,0.029597491403308456,1.0
TROAP,0.04262872491832235,0.04655857297688927,1.0
SRSF6,0.006330423139071742,0.021677960166856185,1.0
SRSF7,0.04367760493363388,0.047055894412876574,1.0
PPP1R14B,0.0020608143172280453,0.014722754536593151,1.0
SRSF9,0.0012593779295521775,0.01268173584933177,1.0
TGIF2,0.021633276213751412,0.035499613114340134,1.0
SRXN1,0.0301655763541677,0.04048146164572409,1.0
TRPC4AP,0.004974880547281463,0.02013352836808423,1.0
RGS17,0.02262802847190936,0.03603799612978769,1.0
SS18L2,0.018056453538294506,0.03261678281518803,1.0
RGS19,0.03777483897759746,0.044890110204704306,1.0
SSB,0.020031716003299227,0.034143258013146244,1.0
WIPI2,0.04411913101281491,0.0471992861965089,1.0
TGS1,0.04831563499666808,0.04912089557994588,1.0
PPP1R21,0.024954352728852994,0.03737242973397444,1.0
RGS6,0.017296622370838264,0.03212229868869963,1.0
PPP1R26-AS1,0.03596271371423736,0.04389139203599881,1.0
TRPM8,0.008498475055839736,0.024329569383685596,1.0
SSH2,0.026137200445453916,0.03794379854140953,1.0
